segment_id,road_type,rainfall_mm,rainfall_prev_6h_mm,rainfall_rate_change_mm_per_h,slope_degrees,river_distance_km,historical_closure_count,active_weather_warning,disrupted
SEG_STATE_MN2,state,43.37,4.44,42.63,20.5,1.791,4,0,0
SEG_STATE_MN2,state,73.46,7.7,72.18,19.45,1.643,8,0,1
SEG_HWY_NH37,highway,23.99,1.9,23.68,1.14,2.505,1,0,0
SEG_STATE_MN2,state,46.9,11.63,44.96,24.1,2.044,0,0,0
SEG_RURAL_NL1,rural,26.44,3.61,25.84,35.12,0.235,3,0,0
SEG_DIST_MZ1,district,20.0,12.09,17.99,35.35,0.754,0,1,0
SEG_DIST_AR1,district,59.73,5.4,58.83,40.15,0.891,1,1,1
SEG_HWY_NH27,highway,10.78,4.52,10.03,13.21,4.959,3,0,0
SEG_DIST_AR1,district,43.78,19.2,40.58,29.0,0.588,4,0,1
SEG_DIST_MZ1,district,26.61,11.8,24.64,28.16,0.338,2,0,1
SEG_RURAL_NL1,rural,52.26,12.93,50.1,36.2,0.301,0,0,0
SEG_DIST_MZ1,district,11.59,17.87,8.61,24.41,0.484,1,0,0
SEG_HWY_NH37,highway,50.3,21.4,46.73,2.84,2.713,5,0,1
SEG_HWY_NH27,highway,29.7,11.65,27.76,2.78,5.032,2,0,1
SEG_DIST_AR1,district,20.98,7.23,19.78,24.06,0.305,1,0,0
SEG_STATE_AS1,state,15.8,18.49,12.72,14.09,1.859,4,0,0
SEG_DIST_AR1,district,32.8,23.78,28.84,27.29,1.413,0,0,0
SEG_HWY_NH37,highway,45.3,22.43,41.57,10.27,3.042,17,0,1
SEG_HWY_NH27,highway,65.95,2.68,65.5,1.79,4.554,3,1,0
SEG_RURAL_NL1,rural,42.26,23.86,38.28,36.9,0.477,1,0,1
SEG_DIST_MZ1,district,33.17,24.48,29.09,36.9,0.217,1,0,1
SEG_DIST_MZ1,district,27.04,5.36,26.14,38.1,0.619,2,0,1
SEG_RURAL_NL1,rural,61.35,3.95,60.69,42.46,0.247,5,0,1
SEG_HWY_NH27,highway,71.63,4.9,70.81,10.79,5.116,2,1,1
SEG_RURAL_NL1,rural,53.93,13.97,51.61,29.91,0.276,0,0,1
SEG_STATE_MN2,state,31.19,4.82,30.38,26.34,1.419,2,0,0
SEG_DIST_AR1,district,86.94,44.29,79.56,38.91,1.025,2,0,1
SEG_HWY_NH37,highway,49.56,5.84,48.59,6.9,3.458,3,0,0
SEG_RURAL_NL1,rural,30.99,17.06,28.14,42.92,0.653,0,0,0
SEG_HWY_NH37,highway,29.86,1.55,29.6,0.0,3.152,6,1,1
SEG_STATE_MN2,state,21.7,21.23,18.16,18.58,2.03,3,0,1
SEG_DIST_MZ1,district,23.55,17.71,20.6,28.35,0.718,5,0,0
SEG_RURAL_NL1,rural,13.42,0.91,13.27,43.12,0.57,6,1,0
SEG_HWY_NH27,highway,35.34,14.82,32.87,3.59,5.191,6,1,1
SEG_DIST_MZ1,district,20.39,9.57,18.79,38.92,0.606,1,0,1
SEG_DIST_MZ1,district,13.2,4.14,12.51,28.87,0.551,3,1,1
SEG_HWY_NH27,highway,26.48,22.82,22.68,11.39,5.192,0,0,1
SEG_DIST_AR1,district,20.85,5.5,19.93,29.78,0.85,6,0,1
SEG_DIST_AR1,district,75.06,15.7,72.44,33.59,0.753,4,0,1
SEG_RURAL_NL1,rural,34.7,5.15,33.85,46.71,0.05,3,0,0
SEG_DIST_MZ1,district,16.89,26.64,12.45,37.45,0.951,1,1,0
SEG_RURAL_NL1,rural,26.3,24.95,22.14,42.31,0.396,3,0,1
SEG_DIST_AR1,district,7.67,12.8,5.53,32.35,1.076,2,0,0
SEG_STATE_AS1,state,35.32,13.84,33.01,9.57,1.355,10,0,1
SEG_STATE_MN2,state,38.12,0.9,37.97,30.75,2.339,3,0,1
SEG_RURAL_NL1,rural,3.06,11.75,1.1,41.89,0.373,3,0,0
SEG_RURAL_NL1,rural,33.25,8.68,31.8,37.46,0.05,2,0,0
SEG_STATE_AS1,state,4.21,33.63,-1.39,13.52,2.043,2,0,1
SEG_DIST_AR1,district,3.58,28.91,-1.24,30.1,0.502,4,0,0
SEG_RURAL_NL1,rural,20.61,7.35,19.39,42.36,0.346,2,0,1
SEG_HWY_NH37,highway,7.03,12.02,5.03,5.21,2.899,0,0,0
SEG_DIST_AR1,district,53.96,20.25,50.59,34.34,0.254,0,1,1
SEG_DIST_AR1,district,54.49,14.44,52.08,29.06,0.897,1,1,1
SEG_STATE_MN2,state,23.02,30.1,18.01,21.73,2.333,9,0,0
SEG_RURAL_NL1,rural,5.48,6.92,4.33,48.85,0.461,3,0,1
SEG_DIST_MZ1,district,99.89,5.13,99.03,32.65,0.082,2,1,1
SEG_RURAL_TR1,rural,82.46,19.01,79.29,48.86,0.076,1,0,1
SEG_RURAL_TR1,rural,21.25,18.05,18.24,57.64,0.083,2,0,0
SEG_RURAL_TR1,rural,12.85,2.05,12.51,43.6,0.197,3,0,1
SEG_STATE_MN2,state,39.78,4.73,38.99,25.9,1.994,5,1,0
SEG_RURAL_TR1,rural,60.43,49.85,52.12,57.24,0.253,0,1,0
SEG_STATE_AS1,state,54.8,8.18,53.44,17.7,1.735,5,1,0
SEG_HWY_NH27,highway,21.03,40.7,14.25,10.27,5.015,2,1,0
SEG_DIST_AR1,district,11.71,33.53,6.12,31.02,0.972,4,0,0
SEG_DIST_MZ1,district,8.18,4.08,7.5,39.48,0.677,4,0,1
SEG_HWY_NH27,highway,38.8,1.86,38.49,0.0,5.367,0,0,0
SEG_STATE_MN2,state,41.03,6.2,40.0,20.97,2.039,2,0,1
SEG_DIST_AR1,district,83.12,4.99,82.29,30.61,1.258,3,1,1
SEG_STATE_MN2,state,6.49,36.49,0.41,21.62,2.211,0,0,0
SEG_STATE_MN2,state,30.01,4.03,29.34,23.12,2.484,7,0,1
SEG_STATE_AS1,state,41.28,12.18,39.25,13.1,1.808,2,0,0
SEG_HWY_NH37,highway,7.02,12.65,4.91,9.27,2.339,2,0,0
SEG_HWY_NH37,highway,12.4,53.2,3.53,0.0,2.597,2,0,0
SEG_STATE_MN2,state,23.18,19.74,19.89,19.32,1.684,0,0,0
SEG_RURAL_TR1,rural,26.78,39.93,20.13,48.22,0.416,1,0,1
SEG_HWY_NH27,highway,0.9,4.43,0.17,0.75,4.756,0,0,0
SEG_RURAL_TR1,rural,13.93,2.55,13.51,42.41,0.339,6,0,0
SEG_RURAL_NL1,rural,108.58,5.48,107.66,38.93,0.344,1,0,1
SEG_STATE_MN2,state,87.1,25.13,82.92,20.57,1.564,3,1,0
SEG_RURAL_NL1,rural,42.13,3.56,41.54,39.32,0.734,10,0,0
SEG_RURAL_TR1,rural,77.06,1.35,76.83,39.83,0.497,5,1,1
SEG_RURAL_NL1,rural,3.58,2.91,3.09,41.22,0.07,3,0,0
SEG_STATE_MN2,state,29.71,41.71,22.75,21.14,2.256,2,0,1
SEG_STATE_AS1,state,13.12,36.31,7.07,18.73,1.442,2,0,0
SEG_HWY_NH37,highway,49.61,21.97,45.95,4.96,2.802,6,0,1
SEG_HWY_NH27,highway,25.2,10.62,23.43,7.22,4.929,2,1,1
SEG_RURAL_NL1,rural,68.68,4.67,67.9,49.07,0.372,2,0,0
SEG_STATE_MN2,state,9.03,6.58,7.94,20.39,1.805,2,0,1
SEG_STATE_AS1,state,36.9,10.39,35.17,21.72,1.994,6,0,1
SEG_RURAL_TR1,rural,15.84,12.82,13.7,39.27,0.05,1,0,1
SEG_HWY_NH37,highway,9.38,52.15,0.69,3.27,3.379,0,1,0
SEG_STATE_MN2,state,76.95,11.01,75.12,17.4,2.293,0,0,0
SEG_HWY_NH27,highway,22.72,26.43,18.31,15.2,5.049,3,0,0
SEG_RURAL_TR1,rural,11.96,4.96,11.13,50.94,0.306,1,0,0
SEG_STATE_AS1,state,68.86,22.74,65.07,23.73,1.248,2,0,1
SEG_RURAL_TR1,rural,70.97,52.82,62.16,45.63,0.05,4,0,1
SEG_DIST_MZ1,district,90.53,1.79,90.23,37.11,0.479,1,0,1
SEG_RURAL_TR1,rural,9.91,27.72,5.29,45.12,0.05,3,0,0
SEG_RURAL_NL1,rural,10.18,1.52,9.93,46.8,0.257,6,0,1
SEG_RURAL_TR1,rural,11.26,9.61,9.66,46.7,0.262,3,0,0
SEG_STATE_AS1,state,24.84,35.68,18.9,19.58,1.403,1,0,0
SEG_RURAL_TR1,rural,59.18,8.93,57.7,45.39,0.05,4,0,1
SEG_RURAL_TR1,rural,24.09,6.72,22.97,43.92,0.05,3,0,0
SEG_DIST_AR1,district,17.72,11.21,15.85,20.14,0.788,4,0,0
SEG_STATE_MN2,state,27.14,16.51,24.39,18.57,2.124,2,0,0
SEG_DIST_AR1,district,42.6,19.55,39.34,35.5,1.076,3,0,1
SEG_RURAL_TR1,rural,8.48,9.31,6.93,37.21,0.395,8,0,1
SEG_STATE_MN2,state,39.24,7.42,38.01,21.96,1.478,4,0,1
SEG_DIST_AR1,district,66.28,7.38,65.05,32.93,0.272,0,0,1
SEG_RURAL_TR1,rural,22.35,23.37,18.46,41.76,0.211,1,0,1
SEG_HWY_NH27,highway,22.32,31.38,17.09,6.47,5.193,4,0,0
SEG_DIST_AR1,district,26.26,19.16,23.06,29.84,1.131,2,0,0
SEG_STATE_MN2,state,36.23,6.79,35.09,23.69,1.893,3,0,0
SEG_DIST_AR1,district,20.62,3.63,20.02,30.1,0.564,4,1,1
SEG_DIST_MZ1,district,21.05,1.0,20.89,47.22,0.05,1,1,0
SEG_DIST_MZ1,district,21.81,2.98,21.31,44.96,0.307,3,0,1
SEG_HWY_NH27,highway,4.28,3.43,3.71,17.1,4.926,3,1,0
SEG_STATE_AS1,state,12.67,2.41,12.27,12.92,1.5,1,1,0
SEG_STATE_AS1,state,12.71,3.15,12.18,19.25,0.926,1,0,1
SEG_STATE_MN2,state,53.25,24.66,49.14,20.34,1.589,10,0,0
SEG_RURAL_NL1,rural,24.7,20.91,21.22,36.01,0.48,2,0,0
SEG_STATE_AS1,state,19.62,8.25,18.25,27.36,1.486,14,0,0
SEG_STATE_MN2,state,6.09,21.7,2.47,23.78,1.783,3,0,1
SEG_HWY_NH27,highway,38.81,7.43,37.57,4.21,5.233,2,1,1
SEG_RURAL_NL1,rural,23.95,6.2,22.92,34.97,1.004,9,1,1
SEG_RURAL_NL1,rural,62.49,43.24,55.28,43.71,0.282,4,1,1
SEG_DIST_MZ1,district,24.66,7.7,23.38,29.96,0.995,11,0,1
SEG_RURAL_TR1,rural,8.11,4.53,7.35,45.01,0.236,0,0,1
SEG_RURAL_NL1,rural,22.64,11.28,20.76,34.74,0.188,1,0,0
SEG_HWY_NH37,highway,9.85,3.52,9.27,1.33,3.14,0,0,0
SEG_STATE_MN2,state,39.3,20.74,35.85,13.85,1.747,1,0,1
SEG_RURAL_NL1,rural,51.21,3.96,50.55,38.85,0.073,1,0,0
SEG_RURAL_NL1,rural,13.41,9.71,11.8,35.85,0.05,0,0,1
SEG_HWY_NH37,highway,62.47,41.6,55.53,9.76,3.212,2,1,0
SEG_RURAL_NL1,rural,20.97,35.56,15.04,47.22,0.05,13,0,0
SEG_RURAL_TR1,rural,3.47,18.41,0.4,37.09,0.683,2,0,0
SEG_HWY_NH37,highway,8.1,15.69,5.48,5.17,3.209,1,0,0
SEG_DIST_MZ1,district,13.5,5.23,12.63,26.97,0.05,1,0,1
SEG_DIST_AR1,district,14.25,17.77,11.29,30.47,0.837,2,0,1
SEG_RURAL_NL1,rural,20.26,9.82,18.62,40.39,0.178,1,0,1
SEG_RURAL_NL1,rural,54.54,49.86,46.23,40.71,0.471,4,1,1
SEG_STATE_MN2,state,15.45,11.96,13.45,18.56,2.188,4,0,0
SEG_RURAL_TR1,rural,25.96,0.3,25.91,43.33,0.05,2,0,0
SEG_STATE_MN2,state,14.61,11.22,12.74,13.58,2.25,1,0,0
SEG_DIST_AR1,district,57.49,18.97,54.33,29.07,0.759,3,1,0
SEG_RURAL_NL1,rural,22.84,3.16,22.32,32.95,0.482,5,0,1
SEG_RURAL_TR1,rural,21.49,8.27,20.11,41.15,0.05,0,1,0
SEG_HWY_NH37,highway,70.9,25.65,66.63,2.78,3.183,6,0,1
SEG_RURAL_NL1,rural,25.41,20.39,22.02,33.16,0.837,0,0,0
SEG_DIST_MZ1,district,34.63,19.71,31.35,34.05,0.601,2,1,0
SEG_RURAL_NL1,rural,16.09,26.43,11.69,36.51,0.677,0,0,1
SEG_STATE_AS1,state,36.92,6.87,35.78,24.45,1.729,0,0,1
SEG_RURAL_TR1,rural,10.72,1.62,10.45,44.57,0.05,3,0,0
SEG_STATE_AS1,state,47.33,27.32,42.78,14.61,1.614,4,0,0
SEG_HWY_NH37,highway,35.17,16.91,32.35,2.49,2.709,0,1,1
SEG_RURAL_NL1,rural,13.5,3.65,12.89,45.92,0.639,2,0,1
SEG_HWY_NH37,highway,35.29,20.54,31.87,7.3,2.695,2,1,0
SEG_HWY_NH27,highway,25.84,18.58,22.74,15.7,4.818,5,0,0
SEG_RURAL_NL1,rural,14.87,6.32,13.82,39.41,0.287,3,0,1
SEG_STATE_AS1,state,25.37,7.19,24.17,11.92,1.449,4,0,1
SEG_RURAL_TR1,rural,9.81,12.38,7.75,43.17,0.792,2,0,0
SEG_STATE_AS1,state,21.38,18.77,18.25,24.43,1.395,4,0,0
SEG_HWY_NH37,highway,6.97,6.58,5.87,2.69,3.371,2,0,0
SEG_DIST_AR1,district,6.67,9.59,5.07,24.68,0.238,1,0,0
SEG_RURAL_NL1,rural,22.0,14.0,19.67,39.55,0.05,0,0,1
SEG_DIST_MZ1,district,47.02,11.86,45.04,42.74,0.056,5,0,0
SEG_STATE_MN2,state,20.84,8.77,19.38,23.07,1.955,6,0,0
SEG_RURAL_TR1,rural,10.41,27.63,5.81,41.27,0.552,0,0,0
SEG_DIST_MZ1,district,29.32,28.69,24.53,23.32,0.168,2,0,1
SEG_DIST_MZ1,district,32.43,27.07,27.92,35.6,0.634,3,0,0
SEG_RURAL_NL1,rural,39.44,13.73,37.15,37.13,0.588,3,0,1
SEG_DIST_AR1,district,7.06,3.43,6.49,28.65,0.866,2,1,1
SEG_RURAL_NL1,rural,13.41,4.98,12.58,36.13,0.591,1,0,0
SEG_DIST_AR1,district,34.39,16.97,31.56,27.38,1.247,3,0,1
SEG_HWY_NH27,highway,34.84,15.54,32.25,7.02,4.708,1,0,0
SEG_RURAL_TR1,rural,42.73,14.91,40.24,45.67,0.401,7,0,1
SEG_HWY_NH37,highway,30.52,18.74,27.39,8.21,2.833,2,0,0
SEG_HWY_NH37,highway,47.98,1.05,47.8,2.71,3.215,1,0,0
SEG_DIST_MZ1,district,24.14,11.52,22.22,33.02,0.778,3,0,1
SEG_STATE_MN2,state,24.67,7.82,23.36,19.38,1.537,2,0,1
SEG_HWY_NH27,highway,31.93,11.72,29.98,0.0,4.943,3,0,1
SEG_HWY_NH37,highway,17.87,8.24,16.49,0.0,2.753,4,0,0
SEG_HWY_NH37,highway,39.38,3.32,38.82,5.17,3.069,2,0,0
SEG_STATE_MN2,state,47.56,14.08,45.22,27.18,1.818,2,0,0
SEG_STATE_MN2,state,19.84,10.42,18.11,18.27,1.544,3,0,1
SEG_HWY_NH37,highway,48.24,29.6,43.31,8.27,2.847,1,0,1
SEG_STATE_AS1,state,15.6,6.58,14.5,25.39,1.29,3,0,0
SEG_STATE_MN2,state,71.26,36.29,65.21,16.58,1.912,2,1,1
SEG_STATE_AS1,state,37.53,18.94,34.38,20.2,0.759,1,0,0
SEG_RURAL_TR1,rural,59.67,0.61,59.57,46.56,0.115,3,0,1
SEG_HWY_NH27,highway,24.27,1.99,23.94,7.7,5.369,3,1,1
SEG_STATE_MN2,state,30.55,9.78,28.92,16.42,2.645,5,0,0
SEG_RURAL_TR1,rural,11.33,4.57,10.56,49.85,0.156,2,0,0
SEG_DIST_AR1,district,10.93,21.22,7.39,16.25,0.995,0,1,0
SEG_DIST_MZ1,district,70.06,11.58,68.13,34.05,0.846,2,0,0
SEG_STATE_AS1,state,58.08,9.39,56.51,6.07,1.443,1,0,0
SEG_HWY_NH27,highway,39.28,7.95,37.95,8.86,5.004,3,0,0
SEG_STATE_AS1,state,12.65,11.04,10.81,17.02,1.493,3,0,0
SEG_DIST_AR1,district,26.2,6.2,25.17,23.09,0.986,2,0,1
SEG_HWY_NH27,highway,21.05,6.86,19.91,13.41,4.844,0,0,0
SEG_HWY_NH37,highway,38.39,10.0,36.73,0.0,2.857,2,0,0
SEG_DIST_AR1,district,18.78,11.83,16.81,20.23,1.321,2,0,0
SEG_RURAL_NL1,rural,38.34,10.72,36.55,43.73,0.36,1,0,0
SEG_RURAL_NL1,rural,72.26,15.44,69.69,31.66,0.258,5,1,1
SEG_STATE_MN2,state,12.24,12.5,10.16,20.66,2.198,10,0,1
SEG_HWY_NH27,highway,27.81,70.32,16.09,5.08,4.848,7,0,0
SEG_STATE_MN2,state,21.56,16.61,18.79,22.74,1.632,2,1,0
SEG_HWY_NH27,highway,42.41,4.23,41.71,12.72,5.275,4,0,0
SEG_DIST_AR1,district,30.75,7.26,29.54,33.78,0.18,3,0,1
SEG_HWY_NH27,highway,37.37,12.96,35.21,14.32,5.456,7,0,1
SEG_HWY_NH37,highway,71.75,2.2,71.39,15.7,2.739,4,0,0
SEG_DIST_MZ1,district,50.91,17.33,48.02,41.08,1.708,4,1,1
SEG_RURAL_NL1,rural,8.14,11.14,6.28,43.56,0.608,0,0,0
SEG_DIST_MZ1,district,37.03,2.31,36.65,36.26,0.777,1,0,0
SEG_HWY_NH27,highway,13.91,9.54,12.32,3.19,5.193,3,0,0
SEG_DIST_MZ1,district,7.44,11.25,5.57,37.22,0.69,5,0,1
SEG_HWY_NH37,highway,15.44,3.1,14.93,15.93,3.323,1,0,0
SEG_RURAL_NL1,rural,23.07,2.75,22.61,39.2,0.241,7,0,1
SEG_RURAL_TR1,rural,37.53,28.15,32.84,45.82,0.05,0,0,0
SEG_HWY_NH27,highway,58.87,3.25,58.33,3.42,5.381,1,0,0
SEG_RURAL_NL1,rural,9.18,18.31,6.12,36.9,0.05,5,0,0
SEG_DIST_MZ1,district,21.96,7.64,20.69,37.05,0.56,0,0,0
SEG_RURAL_TR1,rural,29.6,4.16,28.91,51.54,0.256,0,0,0
SEG_STATE_AS1,state,37.84,13.89,35.52,10.23,1.576,3,0,1
SEG_RURAL_NL1,rural,34.99,19.64,31.72,38.46,0.05,5,0,1
SEG_STATE_AS1,state,14.4,9.71,12.78,15.91,1.554,0,1,1
SEG_DIST_AR1,district,53.31,18.92,50.16,23.02,0.956,1,0,0
SEG_RURAL_TR1,rural,12.4,17.3,9.52,32.83,0.805,5,0,1
SEG_RURAL_TR1,rural,45.75,56.61,36.32,53.16,0.583,0,0,1
SEG_RURAL_NL1,rural,24.4,6.41,23.33,44.73,0.05,4,0,1
SEG_DIST_AR1,district,78.49,12.7,76.38,28.51,1.062,3,0,1
SEG_DIST_MZ1,district,27.55,9.94,25.89,26.04,0.359,1,0,0
SEG_STATE_MN2,state,31.99,38.07,25.65,28.64,1.892,1,0,1
SEG_HWY_NH27,highway,8.75,7.23,7.54,6.04,5.19,1,0,0
SEG_DIST_AR1,district,40.89,4.31,40.17,28.48,1.081,0,0,0
SEG_RURAL_TR1,rural,55.94,18.4,52.88,45.62,0.717,2,1,1
SEG_STATE_MN2,state,9.08,10.73,7.3,28.68,2.439,3,0,0
SEG_RURAL_TR1,rural,9.89,8.91,8.41,48.72,0.05,1,0,1
SEG_RURAL_NL1,rural,38.67,3.05,38.16,42.81,0.422,1,0,0
SEG_DIST_MZ1,district,7.44,9.39,5.87,35.97,0.842,0,1,0
SEG_HWY_NH37,highway,30.73,17.35,27.84,2.93,2.927,3,1,0
SEG_RURAL_TR1,rural,25.98,1.9,25.66,43.41,0.05,0,0,0
SEG_DIST_MZ1,district,25.06,16.6,22.3,30.41,0.498,2,0,0
SEG_STATE_AS1,state,42.01,13.89,39.69,15.12,1.598,12,0,0
SEG_RURAL_TR1,rural,9.84,24.6,5.74,42.53,0.503,4,0,0
SEG_STATE_MN2,state,34.89,3.8,34.26,24.1,1.459,3,0,0
SEG_DIST_MZ1,district,38.5,21.06,34.99,31.24,0.253,1,0,0
SEG_DIST_AR1,district,19.89,23.06,16.04,29.7,1.149,2,0,0
SEG_DIST_MZ1,district,18.49,8.47,17.07,17.35,0.517,3,0,0
SEG_DIST_AR1,district,21.58,13.73,19.29,26.26,1.114,0,0,0
SEG_DIST_AR1,district,46.22,6.43,45.14,32.5,0.701,1,0,1
SEG_HWY_NH37,highway,7.89,13.24,5.69,0.0,3.191,5,0,0
SEG_STATE_MN2,state,25.71,12.56,23.61,27.63,1.964,1,0,1
SEG_HWY_NH27,highway,41.04,11.39,39.14,9.16,4.607,1,0,0
SEG_STATE_MN2,state,44.23,29.35,39.34,28.01,1.591,0,0,0
SEG_RURAL_NL1,rural,21.05,7.23,19.84,33.27,0.128,8,0,0
SEG_RURAL_TR1,rural,59.95,15.46,57.37,48.33,0.193,2,0,1
SEG_STATE_MN2,state,34.34,5.1,33.49,29.04,2.11,2,0,1
SEG_RURAL_TR1,rural,26.09,8.31,24.7,52.09,0.214,2,0,0
SEG_RURAL_TR1,rural,17.37,9.61,15.77,36.6,0.05,1,0,1
SEG_RURAL_TR1,rural,0.68,16.89,-2.14,53.43,0.05,1,1,0
SEG_HWY_NH37,highway,56.56,17.33,53.67,8.84,3.245,6,0,0
SEG_HWY_NH27,highway,76.87,10.74,75.08,7.14,4.553,6,1,1
SEG_DIST_AR1,district,8.56,3.1,8.04,30.67,0.676,0,0,0
SEG_STATE_MN2,state,59.41,10.09,57.73,23.95,2.441,7,1,0
SEG_RURAL_NL1,rural,8.73,11.4,6.83,44.47,0.144,1,0,1
SEG_STATE_MN2,state,30.42,7.32,29.2,19.5,1.979,1,0,0
SEG_DIST_AR1,district,15.39,21.3,11.84,33.56,0.975,8,0,0
SEG_DIST_MZ1,district,5.41,18.15,2.39,34.21,0.671,3,1,0
SEG_RURAL_TR1,rural,24.97,8.76,23.51,49.44,0.05,1,0,1
SEG_DIST_MZ1,district,8.46,10.9,6.64,42.96,0.239,9,0,1
SEG_RURAL_NL1,rural,7.46,16.06,4.78,32.24,0.866,2,0,0
SEG_DIST_MZ1,district,8.51,40.0,1.85,36.04,0.05,1,0,1
SEG_DIST_MZ1,district,14.34,3.87,13.69,38.68,0.05,2,0,1
SEG_RURAL_TR1,rural,27.05,12.79,24.92,50.93,1.018,4,0,0
SEG_DIST_AR1,district,17.95,6.12,16.93,32.06,0.856,8,0,1
SEG_DIST_AR1,district,77.05,33.61,71.45,27.18,0.968,8,0,0
SEG_DIST_AR1,district,17.06,5.39,16.16,33.2,1.068,7,0,0
SEG_STATE_MN2,state,15.42,3.49,14.84,19.54,1.795,1,0,1
SEG_HWY_NH27,highway,15.23,1.59,14.97,8.92,5.323,0,0,0
SEG_STATE_MN2,state,34.96,13.47,32.71,24.1,2.155,0,0,0
SEG_DIST_MZ1,district,19.58,4.55,18.82,19.02,0.479,2,0,1
SEG_HWY_NH27,highway,24.37,25.28,20.16,3.93,4.863,1,0,0
SEG_STATE_AS1,state,36.5,1.04,36.33,23.42,1.679,3,0,0
SEG_STATE_MN2,state,29.09,40.83,22.29,28.41,1.78,1,0,0
SEG_STATE_MN2,state,9.6,14.01,7.26,33.79,2.07,2,0,0
SEG_RURAL_TR1,rural,12.82,18.93,9.66,43.66,0.463,1,0,1
SEG_DIST_AR1,district,72.1,3.56,71.51,25.2,0.707,5,0,0
SEG_DIST_AR1,district,6.41,2.06,6.07,30.75,0.649,1,0,0
SEG_HWY_NH27,highway,12.28,7.69,11.0,8.6,5.592,2,0,0
SEG_STATE_MN2,state,43.26,7.16,42.07,21.2,2.389,17,0,1
SEG_DIST_AR1,district,23.79,19.01,20.63,37.08,0.377,13,0,0
SEG_STATE_MN2,state,34.35,28.11,29.66,17.18,1.494,0,0,0
SEG_DIST_MZ1,district,28.22,3.68,27.61,34.99,0.294,1,0,0
SEG_STATE_AS1,state,11.08,10.48,9.33,19.93,1.48,0,0,0
SEG_DIST_AR1,district,26.48,3.75,25.85,33.67,0.856,3,0,0
SEG_HWY_NH37,highway,73.58,15.96,70.92,5.78,2.835,0,0,0
SEG_STATE_AS1,state,11.55,15.28,9.0,18.82,1.436,0,1,0
SEG_DIST_AR1,district,14.93,16.75,12.14,30.73,0.492,1,0,0
SEG_HWY_NH37,highway,137.23,0.55,137.14,8.8,3.401,1,0,0
SEG_HWY_NH37,highway,33.51,9.88,31.86,6.26,3.261,4,0,0
SEG_DIST_AR1,district,121.03,25.38,116.79,30.66,1.571,0,1,0
SEG_STATE_AS1,state,16.01,2.39,15.61,16.86,1.029,7,0,0
SEG_RURAL_TR1,rural,35.06,8.49,33.65,48.74,0.05,10,0,1
SEG_HWY_NH27,highway,29.4,2.02,29.06,1.61,5.392,5,0,0
SEG_HWY_NH37,highway,17.68,8.29,16.29,7.02,3.079,2,0,0
SEG_DIST_AR1,district,39.91,13.58,37.65,26.64,0.72,0,0,1
SEG_RURAL_TR1,rural,24.18,7.7,22.9,40.23,0.05,1,0,1
SEG_RURAL_TR1,rural,40.97,3.55,40.38,41.22,0.05,8,0,0
SEG_RURAL_TR1,rural,27.01,7.83,25.7,43.15,0.339,5,0,0
SEG_DIST_MZ1,district,20.98,39.12,14.46,38.22,1.206,4,0,0
SEG_STATE_AS1,state,17.05,28.88,12.23,15.67,1.375,5,0,0
SEG_HWY_NH37,highway,2.43,19.97,-0.89,9.61,2.41,0,0,0
SEG_DIST_AR1,district,18.53,3.63,17.92,33.76,0.349,3,0,1
SEG_RURAL_TR1,rural,24.44,10.8,22.64,42.78,0.058,0,0,0
SEG_HWY_NH27,highway,42.0,25.85,37.69,7.15,4.602,4,0,0
SEG_HWY_NH27,highway,29.32,17.54,26.4,12.68,4.183,2,0,1
SEG_RURAL_NL1,rural,24.94,6.94,23.78,42.64,0.303,1,0,1
SEG_RURAL_TR1,rural,5.73,25.31,1.51,47.74,0.685,8,0,0
SEG_HWY_NH27,highway,16.19,14.85,13.71,12.77,5.196,8,0,0
SEG_HWY_NH37,highway,54.36,1.24,54.15,0.0,2.91,2,0,1
SEG_STATE_AS1,state,48.48,41.82,41.51,25.04,1.678,1,0,0
SEG_STATE_AS1,state,4.52,2.76,4.06,21.24,1.752,0,1,0
SEG_DIST_AR1,district,2.61,6.77,1.48,29.21,1.169,0,0,1
SEG_HWY_NH27,highway,22.5,76.54,9.74,5.53,5.291,0,0,0
SEG_STATE_MN2,state,24.94,9.07,23.43,25.62,2.193,1,0,0
SEG_HWY_NH27,highway,0.21,28.08,-4.47,1.9,4.912,0,0,1
SEG_RURAL_NL1,rural,36.51,14.48,34.1,43.11,0.05,0,0,1
SEG_STATE_MN2,state,28.24,13.93,25.92,24.88,2.133,3,0,0
SEG_RURAL_NL1,rural,24.79,16.36,22.07,44.46,0.404,0,1,0
SEG_RURAL_TR1,rural,5.74,12.98,3.58,47.2,0.381,3,1,0
SEG_RURAL_TR1,rural,6.95,2.06,6.6,43.26,0.453,2,0,1
SEG_DIST_AR1,district,20.73,1.2,20.53,26.52,1.024,7,0,1
SEG_RURAL_NL1,rural,29.38,0.85,29.24,42.57,0.491,6,0,1
SEG_DIST_AR1,district,2.55,36.71,-3.57,31.17,0.608,2,0,1
SEG_HWY_NH37,highway,30.89,12.52,28.81,14.81,2.962,3,0,1
SEG_HWY_NH27,highway,23.89,2.77,23.43,6.06,4.791,4,0,0
SEG_STATE_MN2,state,10.86,23.83,6.88,20.23,2.384,3,0,0
SEG_STATE_MN2,state,43.54,1.95,43.21,17.95,1.603,2,0,1
SEG_DIST_AR1,district,51.12,26.55,46.7,38.67,0.991,11,0,1
